PRODUCTO,MARCA,MODELO,IMGSRC,CODIGO
BULGET BG4064N-A01,BULGET,BG4064N-A01,https://images.tcdn.com.br/img/img_prod/637904/oculos_de_grau_bulget_bg4064n_55_17_a01_12819_1_d117fc683759e2eac39a32fccf7b2d7a.jpg,2586                  
BULGET BG6198N-A01,BULGET,BG6198N-A01,https://oticasdiniz.vtexassets.com/arquivos/ids/526405/1597831.jpg?v=638107216558200000,1660                  
BULGET BG6396N-A01,BULGET,BG6396N-A01,https://www.safira.com.br/cdn/imagens/produtos/det/oculos-de-grau-feminino-bulget-bg6396n-a01-08a35e0b27506a7af16318accea5a2f6.jpg,2122                  
BULGET BG6403M-A02,BULGET,BG6403M-A02,https://oticasdiniz.vtexassets.com/arquivos/ids/613572-800-auto?v=638647038987670000&width=800&height=auto&aspect=true,2452                  
BULGET BG6421M-A03,BULGET,BG6421M-A03,https://www.safira.com.br/cdn/imagens/produtos/det/oculos-de-grau-masculino-bulget-retangular-bg6421m-a03-40ee7a2d54043d0d589af2741fbacc73.jpg,2458                  
BULGET BG6422M-E01,BULGET,BG6422M-E01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpgPryrloEfwTEhz-2wOFfAubjXUYRJMIUIw&s,2165                  
BULGET BG6426M-G02,BULGET,BG6426M-G02,https://www.oticabrizzon.com.br//uploads/pr/bulget-bg6426m-g02--572-af55-1.jpg,2597                  
BULGET BG6426M-H02,BULGET,BG6426M-H02,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_bulget_em_acetato_unissex_bg7186m_16221_1_d6f6680d2f447c6b7b3b6f9954361e04.jpg,2598                  
BULGET BG6427M-A01,BULGET,BG6427M-A01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZaRI1iRr6TGlevQg_z8bCuVsSv_nprIF0oQ&s,2599                  
BULGET BG6427M-H01,BULGET,BG6427M-H01,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_bulget_em_acetato_unissex_bg7186m_16221_1_d6f6680d2f447c6b7b3b6f9954361e04.jpg,2600                  
BULGET BG6437M-A11,BULGET,BG6437M-A11,https://http2.mlstatic.com/D_NQ_NP_787662-MLB86040532549_062025-O.webp,2613                  
BULGET BG6438M-A11,BULGET,BG6438M-A11,https://oticasdiniz.vtexassets.com/arquivos/ids/646623/bg6438m-a11-1.jpg?v=638961230928600000,2615                  
BULGET BG6438M-D11,BULGET,BG6438M-D11,https://http2.mlstatic.com/D_NQ_NP_810529-MLB85729553548_062025-O-armaco-de-oculos-bulget-bg6438m-d11-azul-fosco.webp,2616                  
BULGET BG6438M-E11,BULGET,BG6438M-E11,https://http2.mlstatic.com/D_NQ_NP_982733-MLB85729420736_062025-O.webp,2617                  
BULGET BG7213I-G01,BULGET,BG7213I-G01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/60662%20-%20Armacao%20Bulget%20BG7213I%20G01%2054-17%2001-800x800.jpg,2630                  
BULGET BG8072M-02B,BULGET,BG8072M-02B,https://http2.mlstatic.com/D_NQ_NP_621946-MLA82427137529_022025-O.webp,2489                  
BULGET BG8072M-09C,BULGET,BG8072M-09C,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//52398%20-%20Oculos%20de%20Sol%20Bulget%20BG8072M%2009C%2061-14%2001-800x800.jpg,2490                  
BULGET BG8073M-D11,BULGET,BG8073M-D11,https://static.zattini.com.br/produtos/oculos-solar-bulget-bg8073m-a11-fosco-lente-cinza-polarizada/06/EGF-0810-006/EGF-0810-006_zoom1.jpg?ts=1710349548,2491                  
BULGET BG8096M-H02P,BULGET,BG8096M-H02P,https://imgmarketplace.lojasrenner.com.br/20001/3200/7010704665438/7510709659727/0.jpeg,2571                  
BULGET BG8102M-02CP,BULGET,BG8102M-02CP,https://www.safira.com.br/cdn/imagens/produtos/det/oculos-de-sol-masculino-bulget-bg8102m-02cp-011cd12bc771e3e0a67b9a02d9e636c5.jpg,2574                  
BULGET BG9162M-D01,BULGET,BG9162M-D01,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_sol_bulget_masculino_bg9162m_11527_1_81a4aa507da57514f98ba6c5b7636620.jpg,2487                  
BULGET BG9181M-D21P,BULGET,BG9181M-D21P,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/oculos-solar-bulget-bg9181m-d21p/oliststore/mgluhcj64fzq0nn9/01062dcd8547bc7f8a6e31e536f2e148.jpeg,2485                  
FERRATI FE1078T-02C,FERRATI,FE1078T-02C,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIEGrmV2vmePEf13NLGiQk-jhRChc4diUn2Q&s,2644                  
HICKMANN AH LIVIA 2 09A,HICKMANN,AH LIVIA 2 09A,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5WoIDSL478RKrL8FS8rVdw4TbMyXY94dtqw&s,2543                  
HICKMANN AH LIVIA 3 05A,HICKMANN,AH LIVIA 3 05A,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP_pg13hC8pDFld5UyORL7WCej0R3Q4txIdQ&s,2544                  
HICKMANN HI ACACIA 5 K02,HICKMANN,HI ACACIA 5 K02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58815%20-%20Armacao%20Hickmann%20ACACIA%205%20K02%2053-17%2001-800x800.jpg,2700                  
HICKMANN HI ACACIA 6 C02,HICKMANN,HI ACACIA 6 C02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58816%20-%20Armacao%20Hickmann%20ACACIA%206%20H02%2053-18%2001-800x800.jpg,2702                  
HICKMANN HI ACACIA 6 H02,HICKMANN,HI ACACIA 6 H02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpYbPbu-phtcnh9Ygsye4pVBeuS5PNj_Q57w&s,2701                  
HICKMANN HI ACACIA 6 J02,HICKMANN,HI ACACIA 6 J02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9ZnqLt0PCmIhOODkb5MQep7-UFo_5Wj7reg&s,2699                  
HICKMANN HI AZALEIA 2 06A,HICKMANN,HI AZALEIA 2 06A,https://goeyewear.com.br/wp-content/uploads/2025/04/AZALEIA-2-06A.png,2703                  
HICKMANN HI BROMELIA 1 G03,HICKMANN,HI BROMELIA 1 G03,https://oculosshop.com.br/cdn/shop/files/103470-1.jpg?v=1746804909&width=1000,2651                  
HICKMANN HI BROMELIA 1 H02,HICKMANN,HI BROMELIA 1 H02,https://hickmanneyewear.com.br/wp-content/uploads/2025/06/BROMELIA-1-H02.png,2652                  
HICKMANN HI BROMELIA 1 K02,HICKMANN,HI BROMELIA 1 K02,https://cdn.awsli.com.br/2500x2500/1650/1650992/produto/371847912/bromelia-1-k02-52-0onfa7i32p.png,2653                  
HICKMANN HI BROMELIA 2 G02,HICKMANN,HI BROMELIA 2 G02,https://http2.mlstatic.com/D_NQ_NP_920950-MLB81225177296_122024-O.webp,2654                  
HICKMANN HI BROMELIA 2 G03,HICKMANN,HI BROMELIA 2 G03,https://http2.mlstatic.com/D_NQ_NP_920950-MLB81225177296_122024-O.webp,2655                  
HICKMANN HI CAMELIA 3 C03,HICKMANN,HI CAMELIA 3 C03,https://oculosshop.com.br/cdn/shop/files/103938_1.jpg?v=1753117509,2656                  
HICKMANN HI CAMELIA 3 G03,HICKMANN,HI CAMELIA 3 G03,https://oculosshop.com.br/cdn/shop/files/103938_1.jpg?v=1753117509,2657                  
HICKMANN HI CAMELIA 4 C03,HICKMANN,HI CAMELIA 4 C03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkZVwLyLTmRVOHhB8hvE4tZH-VFdqmef4fCQ&s,2658                  
HICKMANN HI CAMELIA 4 G03,HICKMANN,HI CAMELIA 4 G03,https://oculosshop.com.br/cdn/shop/files/103939.jpg?v=1753117668,2659                  
HICKMANN HI CAMELIA 4 H03,HICKMANN,HI CAMELIA 4 H03,https://oculosshop.com.br/cdn/shop/files/103939-1_1.jpg?v=1753117668&width=1000,2660                  
HICKMANN HI LAVANDA 3 05A,HICKMANN,HI LAVANDA 3 05A,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58848%20-%20Armacao%20Hickmann%20LAVANDA%203%2005A%2053-17%2002-800x800.jpg,2696                  
HICKMANN HI LAVANDA 4 04A,HICKMANN,HI LAVANDA 4 04A,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/s/e/sem_t_tulo-1_431.png,2697                  
HICKMANN HI LAVANDA 4 05A,HICKMANN,HI LAVANDA 4 05A,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1EpHAM6N_2K-ey0BpsJ1F96iKOpUEnm9xKQ&s,2698                  
HICKMANN HI10025-05A,HICKMANN,HI10025-05A,https://oculosshop.com.br/cdn/shop/files/56256_grande.jpg?v=1734534988,2227                  
HICKMANN HI10047-04A,HICKMANN,HI10047-04A,https://cdn.sistemawbuy.com.br/arquivos/de0f9d459e6b0537fbed094b2cdd7dba/produtos/665799776dea5/hi10047-04a-6659ba3638f1c_mini.jpg,2661                  
HICKMANN HI10047-09A,HICKMANN,HI10047-09A,https://imgs.extra.com.br/1570709409/1xg.jpg?imwidth=500,2662                  
HICKMANN HI10048-04A,HICKMANN,HI10048-04A,https://cdn.sistemawbuy.com.br/arquivos/de0f9d459e6b0537fbed094b2cdd7dba/produtos/668fde26dafaa/a-6728cdeaa10f1.jpg,2663                  
HICKMANN HI10049-05A,HICKMANN,HI10049-05A,https://oculosshop.com.br/cdn/shop/files/101053_1.jpg?crop=center&height=1024&v=1727714814&width=1024,2664                  
HICKMANN HI10050-09A,HICKMANN,HI10050-09A,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/53633%20-%20Armacao%20Hickmann%20GARDENIA%201%20HI10050%2009A%2054-18%2001-800x800.jpg,2665                  
HICKMANN HI10058-09C,HICKMANN,HI10058-09C,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-ana-hickmann-hi10058-09c-4d3a6fa71cf53442c8574e716dd99fe8.jpg,2666                  
HICKMANN HI10058-13C,HICKMANN,HI10058-13C,https://oculosshop.com.br/cdn/shop/files/101054-1.jpg?v=1727714989&width=2000,2667                  
HICKMANN HI10060-01A,HICKMANN,HI10060-01A,https://oculosshop.com.br/cdn/shop/files/102933_1.jpg?v=1743794794,2668                  
HICKMANN HI10060-06A,HICKMANN,HI10060-06A,https://http2.mlstatic.com/D_NQ_NP_983173-MLA95604340215_102025-O.webp,2669                  
HICKMANN HI10061-01A,HICKMANN,HI10061-01A,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-ana-hickmann-ah10061-01a/oticavisaoweb/25379/f8755098caf3f109b69777e8a28771e0.jpeg,2670                  
HICKMANN HI10061-05A,HICKMANN,HI10061-05A,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58825%20-%20Armacao%20Hickmann%20FRESIA%202%20HI10061%2005A%2054-19%2001-800x800.jpg,2671                  
HICKMANN HI1139N-13A,HICKMANN,HI1139N-13A,https://a-static.mlcdn.com.br/280x210/hickmann-hi1139n-13a-55/oticaviewsiteoficial/33469/8edc749d33ab23f56c2ca6d39a9791ef.jpeg,2403                  
HICKMANN HI1157B-R01,HICKMANN,HI1157B-R01,https://images.tcdn.com.br/img/img_prod/1390546/90_armacao_oculos_de_grau_feminino_ana_hickmann_hi10060_06a_54_dourado_claro_azul_2159_1_fd68a3a55d5876be2d319204cba1b40e.jpg,2672                  
HICKMANN HI30009-13A,HICKMANN,HI30009-13A,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/53635%20-%20Oculos%20de%20Sol%20Hickmann%20AMARILIS%201%20HI30009%2013A%2058-15%2001-800x800.jpg,2649                  
HICKMANN HI40003-G03,HICKMANN,HI40003-G03,https://oculosshop.com.br/cdn/shop/files/102939.jpg?v=1743795883,2673                  
HICKMANN HI40003-R03,HICKMANN,HI40003-R03,https://oculosshop.com.br/cdn/shop/files/102941_1.jpg?v=1743796028,2674                  
HICKMANN HI40004-D01,HICKMANN,HI40004-D01,https://oculosshop.com.br/cdn/shop/products/hickmann-hi-4000-oculos-de-grau-d01-roxo-brilho-lente-52-frente_1.jpg?v=1570445207&width=1140,2675                  
HICKMANN HI40010-A01,HICKMANN,HI40010-A01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/58830%20-%20Armacao%20Hickmann%20MARGARIDA%202%20HI40010%20A01%2055-17%2001-800x800.jpg,2676                  
HICKMANN HI40015-K02,HICKMANN,HI40015-K02,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-ana-hickmann-hi40015-g02-dc91734802fd8c4cace5d7beaf3f344d.jpg,2677                  
HICKMANN HI60000-H01,HICKMANN,HI60000-H01,https://cdn.sistemawbuy.com.br/arquivos/de0f9d459e6b0537fbed094b2cdd7dba/produtos/665a3319cdea0/-a-hi60000-h01-66746a928179f.jpg,1791                  
HICKMANN HI60001-H01,HICKMANN,HI60001-H01,https://dw0jruhdg6fis.cloudfront.net/producao/32466293/G/72.webp,1794                  
HICKMANN HI60002-A01,HICKMANN,HI60002-A01,https://optoculos.vteximg.com.br/arquivos/ids/297712-1000-1000/ARMACOES-HICKMANN-HI60002-A01-54-1.png?v=637871041542930000,2044                  
HICKMANN HI60003-A01,HICKMANN,HI60003-A01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//50905%20-%20Armacao%20Hickmann%20HI60003%20A01%2052-17%2001-800x800.jpg,2039                  
HICKMANN HI60006-A01,HICKMANN,HI60006-A01,https://http2.mlstatic.com/D_NQ_NP_768484-MLA95738408368_102025-O.webp,1798                  
HICKMANN HI60006-G21,HICKMANN,HI60006-G21,https://optoculos.vteximg.com.br/arquivos/ids/297694-1000-1000/ARMACOES-HICKMANN-HI60006-G21-54-1.png?v=637871039127570000,1799                  
HICKMANN HI60008-A02,HICKMANN,HI60008-A02,https://parisvision.com.br/uploads/produto_fotos/20220930154852_imageremovebgpreview12.jpg,1806                  
HICKMANN HI60009-A01,HICKMANN,HI60009-A01,https://imgs.casasbahia.com.br/1564234292/1xg.jpg?imwidth=1000,1809                  
HICKMANN  HI60009-D01,HICKMANN,HI60009-D01,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_hickmann_feminino_hi60009_5847_1_aa0f3a03a9451d737824abfc7df0d14a.jpg,1810                  
HICKMANN HI60009-G01,HICKMANN,HI60009-G01,https://cdn.sistemawbuy.com.br/arquivos/de0f9d459e6b0537fbed094b2cdd7dba/produtos/64d69a53b0ca7/1-64d69e2fd3e85.jpg,2042                  
HICKMANN HI60016-A01,HICKMANN,HI60016-A01,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/h/i/hi60016_a01.jpg,2678                  
HICKMANN HI60028-A01,HICKMANN,HI60028-A01,https://http2.mlstatic.com/D_NQ_NP_709119-MLB73514333916_122023-O-oculos-armaco-hickmann-hi60028-a01-preto-redondo-53mm.webp,2679                  
HICKMANN HI60030-D01,HICKMANN,HI60030-D01,https://cdn.sistemawbuy.com.br/arquivos/de0f9d459e6b0537fbed094b2cdd7dba/produtos/6724c613a8cc4/b-6724cfdc7f25e.jpg,2680                  
HICKMANN HI60033-A02,HICKMANN,HI60033-A02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/60729%20-%20Armacao%20Hickmann%20HI60033%20A02%2054-18%2001-350x350.jpg,2682                  
HICKMANN HI60033-G21,HICKMANN,HI60033-G21,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/60730%20-%20Armacao%20Hickmann%20HI60033%20G21%2054-18%2001-800x800.jpg,2683                  
HICKMANN HI60034-G02,HICKMANN,HI60034-G02,https://oticaview.com.br/media/catalog/product/_/c/_culos_de_grau_hickmannhi60034_g02_55_2__1.jpg,2684                  
HICKMANN HI60040-M01,HICKMANN,HI60040-M01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-de-oculos-hickmann-hi60040-m01-nude-translucido/oliststore/mglwwdncb6e5ckt4/568d2babac9b08e7ecb7f3e9dd5b84e5.jpeg,2686                  
HICKMANN HI60040-M02,HICKMANN,HI60040-M02,https://acdn-us.mitiendanube.com/stores/002/005/371/products/img_8930_easy-resize-com-a9c161be3a422157c117508551952973-1024-1024.jpg,2687                  
HICKMANN HI60048-A01,HICKMANN,HI60048-A01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-hickmann-hi60048-a01/oliststore/mglgq2kvpfjh5oki/cd1db09aeac6a113d9abf48ed7d4bfcf.jpeg,2688                  
HICKMANN HI60048-A02,HICKMANN,HI60048-A02,https://d5gag3xtge2og.cloudfront.net/producao/35402775/M/hickmann-tulipa-1-hi60048-a01-51-17-140.webp,2689                  
HICKMANN HI60048-D02,HICKMANN,HI60048-D02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/53648%20-%20Armacao%20Hickmann%20TULIPA%201%20HI60048%20D02%2051-17%2001-800x800.jpg,2690                  
HICKMANN HI60048-K02,HICKMANN,HI60048-K02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/53649%20-%20Armacao%20Hickmann%20TULIPA%201%20HI60048%20K02%2051-17%2001-800x800.jpg,2691                  
HICKMANN HI60049-K02,HICKMANN,HI60049-K02,https://loja.oticaademar.com.br/image/cache/catalog/Produtos/53651%20-%20Armacao%20Hickmann%20TULIPA%202%20HI60049%20K02%2052-18%2001-800x800.jpg,2693                  
